;	Simulated Data
;	t0	2010.35
s2	;	name	of	the	star
;	mK	13.95
;	spectral	type	B2
;	square	10.
;	facSchwarzschild	0	0
;	facSpecialRelativity	0	0
;	facGravitationalRedshift	0	0
;	facRetardation	0	0
;	useEllipse	FALSE
;	omegaSys	0	0
;	Dec2	0	0
;	Ra2	0	0
;	vDec2	0	0
;	vRa2	0	0
2007.426	0.0024651900474	0.00001	0.17201913593	0.00001	;	simulated NACO
2007.428	0.00244209176111	0.00001	0.17203558181	0.00001	;	simulated NACO
2007.43	0.00241899317842	0.00001	0.172052006809	0.00001	;	simulated NACO
2007.432	0.00239589430224	0.00001	0.172068410935	0.00001	;	simulated NACO
2007.434	0.0023727951355	0.00001	0.172084794193	0.00001	;	simulated NACO
2007.436	0.00234969568113	0.00001	0.172101156591	0.00001	;	simulated NACO
2007.438	0.00232659594203	0.00001	0.172117498134	0.00001	;	simulated NACO
2007.44	0.00230349592113	0.00001	0.17213381883	0.00001	;	simulated NACO
2007.442	0.00228039562133	0.00001	0.172150118685	0.00001	;	simulated NACO
2007.444	0.00225729504556	0.00001	0.172166397706	0.00001	;	simulated NACO
2007.446	0.00223419419671	0.00001	0.172182655899	0.00001	;	simulated NACO
2007.448	0.00221109307768	0.00001	0.172198893271	0.00001	;	simulated NACO
2007.45	0.0021879916914	0.00001	0.172215109829	0.00001	;	simulated NACO
2007.452	0.00216489004075	0.00001	0.172231305578	0.00001	;	simulated NACO
2007.454	0.00214178812863	0.00001	0.172247480527	0.00001	;	simulated NACO
2007.456	0.00211868595795	0.00001	0.17226363468	0.00001	;	simulated NACO
2007.458	0.00209558353158	0.00001	0.172279768046	0.00001	;	simulated NACO
2007.46	0.00207248085243	0.00001	0.172295880629	0.00001	;	simulated NACO
2007.462	0.00204937792339	0.00001	0.172311972438	0.00001	;	simulated NACO
2007.464	0.00202627474734	0.00001	0.172328043478	0.00001	;	simulated NACO
2007.466	0.00200317132716	0.00001	0.172344093756	0.00001	;	simulated NACO
2007.468	0.00198006766574	0.00001	0.172360123278	0.00001	;	simulated NACO
2007.47	0.00195696376595	0.00001	0.172376132052	0.00001	;	simulated NACO
2007.472	0.00193385963068	0.00001	0.172392120083	0.00001	;	simulated NACO
2007.474	0.00191075526279	0.00001	0.172408087377	0.00001	;	simulated NACO
2007.476	0.00188765066516	0.00001	0.172424033943	0.00001	;	simulated NACO
2007.478	0.00186454584067	0.00001	0.172439959785	0.00001	;	simulated NACO
2007.48	0.00184144079217	0.00001	0.172455864911	0.00001	;	simulated NACO
2007.482	0.00181833552253	0.00001	0.172471749327	0.00001	;	simulated NACO
2007.484	0.00179523003462	0.00001	0.172487613039	0.00001	;	simulated NACO
2007.486	0.00177212433129	0.00001	0.172503456054	0.00001	;	simulated NACO
2007.488	0.00174901841542	0.00001	0.172519278378	0.00001	;	simulated NACO
2007.49	0.00172591228984	0.00001	0.172535080018	0.00001	;	simulated NACO
2007.492	0.00170280595741	0.00001	0.17255086098	0.00001	;	simulated NACO
2007.494	0.001679699421	0.00001	0.172566621271	0.00001	;	simulated NACO
2007.496	0.00165659268343	0.00001	0.172582360897	0.00001	;	simulated NACO
2007.498	0.00163348574757	0.00001	0.172598079864	0.00001	;	simulated NACO
2007.5	0.00161037861625	0.00001	0.17261377818	0.00001	;	simulated NACO
2007.502	0.00158727129232	0.00001	0.172629455849	0.00001	;	simulated NACO
2007.504	0.00156416377862	0.00001	0.172645112879	0.00001	;	simulated NACO
2007.506	0.00154105607799	0.00001	0.172660749277	0.00001	;	simulated NACO
2007.508	0.00151794819325	0.00001	0.172676365047	0.00001	;	simulated NACO
2007.51	0.00149484012725	0.00001	0.172691960198	0.00001	;	simulated NACO
2007.512	0.00147173188282	0.00001	0.172707534734	0.00001	;	simulated NACO
2007.514	0.00144862346277	0.00001	0.172723088664	0.00001	;	simulated NACO
2007.516	0.00142551486995	0.00001	0.172738621992	0.00001	;	simulated NACO
2007.518	0.00140240610717	0.00001	0.172754134725	0.00001	;	simulated NACO
2007.52	0.00137929717725	0.00001	0.17276962687	0.00001	;	simulated NACO
2007.522	0.00135618808302	0.00001	0.172785098433	0.00001	;	simulated NACO
2007.524	0.00133307882729	0.00001	0.17280054942	0.00001	;	simulated NACO
2007.526	0.00130996941287	0.00001	0.172815979838	0.00001	;	simulated NACO
2007.528	0.00128685984258	0.00001	0.172831389692	0.00001	;	simulated NACO
2007.53	0.00126375011923	0.00001	0.17284677899	0.00001	;	simulated NACO
2007.532	0.00124064024563	0.00001	0.172862147737	0.00001	;	simulated NACO
2007.534	0.00121753022458	0.00001	0.17287749594	0.00001	;	simulated NACO
2007.536	0.00119442005889	0.00001	0.172892823605	0.00001	;	simulated NACO
2007.538	0.00117130975136	0.00001	0.172908130739	0.00001	;	simulated NACO
2007.54	0.00114819930478	0.00001	0.172923417347	0.00001	;	simulated NACO
2007.542	0.00112508872196	0.00001	0.172938683436	0.00001	;	simulated NACO
2007.544	0.00110197800569	0.00001	0.172953929012	0.00001	;	simulated NACO
2007.546	0.00107886715876	0.00001	0.172969154082	0.00001	;	simulated NACO
2007.548	0.00105575618396	0.00001	0.172984358651	0.00001	;	simulated NACO
2007.55	0.00103264508408	0.00001	0.172999542726	0.00001	;	simulated NACO
2007.552	0.00100953386191	0.00001	0.173014706313	0.00001	;	simulated NACO
2007.554	0.000986422520228	0.00001	0.173029849419	0.00001	;	simulated NACO
2007.556	0.000963311061819	0.00001	0.173044972049	0.00001	;	simulated NACO
2007.558	0.000940199489461	0.00001	0.17306007421	0.00001	;	simulated NACO
2007.56	0.000917087805932	0.00001	0.173075155908	0.00001	;	simulated NACO
2007.562	0.000893976014007	0.00001	0.173090217149	0.00001	;	simulated NACO
2007.564	0.000870864116455	0.00001	0.173105257939	0.00001	;	simulated NACO
2007.566	0.000847752116053	0.00001	0.173120278285	0.00001	;	simulated NACO
2007.568	0.000824640015567	0.00001	0.173135278193	0.00001	;	simulated NACO
2007.57	0.000801527817764	0.00001	0.173150257669	0.00001	;	simulated NACO
2007.572	0.000778415525406	0.00001	0.173165216719	0.00001	;	simulated NACO
2007.574	0.000755303141255	0.00001	0.173180155349	0.00001	;	simulated NACO
2007.576	0.000732190668074	0.00001	0.173195073565	0.00001	;	simulated NACO
2007.578	0.00070907810862	0.00001	0.173209971374	0.00001	;	simulated NACO
2007.58	0.000685965465648	0.00001	0.173224848782	0.00001	;	simulated NACO
2007.582	0.000662852741908	0.00001	0.173239705794	0.00001	;	simulated NACO
2007.584	0.000639739940158	0.00001	0.173254542417	0.00001	;	simulated NACO
2007.586	0.000616627063144	0.00001	0.173269358658	0.00001	;	simulated NACO
2007.588	0.000593514113613	0.00001	0.173284154521	0.00001	;	simulated NACO
2007.59	0.000570401094311	0.00001	0.173298930014	0.00001	;	simulated NACO
2007.592	0.000547288007977	0.00001	0.173313685142	0.00001	;	simulated NACO
2007.594	0.000524174857357	0.00001	0.173328419912	0.00001	;	simulated NACO
2007.596	0.000501061645188	0.00001	0.173343134329	0.00001	;	simulated NACO
2007.598	0.000477948374205	0.00001	0.1733578284	0.00001	;	simulated NACO
2007.6	0.000454835047145	0.00001	0.173372502131	0.00001	;	simulated NACO
2007.602	0.000431721666735	0.00001	0.173387155527	0.00001	;	simulated NACO
2007.604	0.000408608235713	0.00001	0.173401788595	0.00001	;	simulated NACO
2007.606	0.000385494756802	0.00001	0.173416401341	0.00001	;	simulated NACO
2007.608	0.00036238123273	0.00001	0.173430993771	0.00001	;	simulated NACO
2007.61	0.000339267666221	0.00001	0.173445565891	0.00001	;	simulated NACO
2007.612	0.000316154059993	0.00001	0.173460117707	0.00001	;	simulated NACO
2007.614	0.000293040416771	0.00001	0.173474649225	0.00001	;	simulated NACO
2007.616	0.000269926739272	0.00001	0.173489160451	0.00001	;	simulated NACO
2007.618	0.00024681303021	0.00001	0.173503651392	0.00001	;	simulated NACO
2007.62	0.000223699292299	0.00001	0.173518122052	0.00001	;	simulated NACO
2007.622	0.000200585528248	0.00001	0.173532572438	0.00001	;	simulated NACO
2007.624	0.000177471740773	0.00001	0.173547002557	0.00001	;	simulated NACO
2007.626	0.000154357932576	0.00001	0.173561412413	0.00001	;	simulated NACO
2007.628	0.000131244106365	0.00001	0.173575802013	0.00001	;	simulated NACO
2007.63	0.00010813026484	0.00001	0.173590171364	0.00001	;	simulated NACO
2007.632	0.000085016410707	0.00001	0.173604520471	0.00001	;	simulated NACO
2007.634	0.000061902546663	0.00001	0.173618849339	0.00001	;	simulated NACO
2007.636	0.0000387886754053	0.00001	0.173633157975	0.00001	;	simulated NACO
2007.638	0.0000156747996291	0.00001	0.173647446386	0.00001	;	simulated NACO
2007.64	-7.43907797521e-6	0.00001	0.173661714576	0.00001	;	simulated NACO
2007.642	-0.0000305529547111	0.00001	0.173675962552	0.00001	;	simulated NACO
2007.644	-0.0000536668278921	0.00001	0.173690190319	0.00001	;	simulated NACO
2007.646	-0.0000767806948311	0.00001	0.173704397884	0.00001	;	simulated NACO
2007.648	-0.000099894552843	0.00001	0.173718585253	0.00001	;	simulated NACO
2007.65	-0.000123008399247	0.00001	0.173732752431	0.00001	;	simulated NACO
2007.652	-0.000146122231358	0.00001	0.173746899424	0.00001	;	simulated NACO
2007.654	-0.000169236046498	0.00001	0.173761026239	0.00001	;	simulated NACO
2007.656	-0.000192349841991	0.00001	0.173775132881	0.00001	;	simulated NACO
2007.658	-0.000215463615161	0.00001	0.173789219356	0.00001	;	simulated NACO
2007.66	-0.000238577363338	0.00001	0.173803285669	0.00001	;	simulated NACO
2007.662	-0.000261691083846	0.00001	0.173817331828	0.00001	;	simulated NACO
2007.664	-0.000284804774018	0.00001	0.173831357837	0.00001	;	simulated NACO
2007.666	-0.000307918431188	0.00001	0.173845363703	0.00001	;	simulated NACO
2007.668	-0.000331032052689	0.00001	0.173859349431	0.00001	;	simulated NACO
2007.67	-0.000354145635862	0.00001	0.173873315027	0.00001	;	simulated NACO
2007.672	-0.000377259178039	0.00001	0.173887260497	0.00001	;	simulated NACO
2007.674	-0.000400372676565	0.00001	0.173901185847	0.00001	;	simulated NACO
2007.676	-0.000423486128782	0.00001	0.173915091083	0.00001	;	simulated NACO
2007.678	-0.000446599532038	0.00001	0.173928976211	0.00001	;	simulated NACO
2007.68	-0.000469712883673	0.00001	0.173942841235	0.00001	;	simulated NACO
2007.682	-0.000492826181039	0.00001	0.173956686163	0.00001	;	simulated NACO
2007.684	-0.000515939421486	0.00001	0.173970511	0.00001	;	simulated NACO
2007.686	-0.000539052602368	0.00001	0.173984315752	0.00001	;	simulated NACO
2007.688	-0.000562165721041	0.00001	0.173998100424	0.00001	;	simulated NACO
2007.69	-0.000585278774856	0.00001	0.174011865023	0.00001	;	simulated NACO
2007.692	-0.000608391761173	0.00001	0.174025609554	0.00001	;	simulated NACO
2007.694	-0.000631504677355	0.00001	0.174039334022	0.00001	;	simulated NACO
2007.696	-0.000654617520761	0.00001	0.174053038435	0.00001	;	simulated NACO
2007.698	-0.00067773028876	0.00001	0.174066722796	0.00001	;	simulated NACO
2007.7	-0.000700842978712	0.00001	0.174080387113	0.00001	;	simulated NACO
2007.702	-0.000723955587988	0.00001	0.174094031391	0.00001	;	simulated NACO
2007.704	-0.000747068113956	0.00001	0.174107655636	0.00001	;	simulated NACO
2007.706	-0.00077018055399	0.00001	0.174121259853	0.00001	;	simulated NACO
2007.708	-0.000793292905465	0.00001	0.174134844048	0.00001	;	simulated NACO
2007.71	-0.000816405165752	0.00001	0.174148408227	0.00001	;	simulated NACO
2007.712	-0.000839517332231	0.00001	0.174161952396	0.00001	;	simulated NACO
2007.714	-0.00086262940228	0.00001	0.17417547656	0.00001	;	simulated NACO
2007.716	-0.000885741373282	0.00001	0.174188980725	0.00001	;	simulated NACO
2007.718	-0.000908853242622	0.00001	0.174202464897	0.00001	;	simulated NACO
2007.72	-0.00093196500768	0.00001	0.174215929081	0.00001	;	simulated NACO
2007.722	-0.000955076665845	0.00001	0.174229373283	0.00001	;	simulated NACO
2007.724	-0.000978188214506	0.00001	0.174242797509	0.00001	;	simulated NACO
2007.726	-0.00100129965106	0.00001	0.174256201765	0.00001	;	simulated NACO
2007.728	-0.00102441097288	0.00001	0.174269586055	0.00001	;	simulated NACO
2007.73	-0.00104752217739	0.00001	0.174282950387	0.00001	;	simulated NACO
2007.732	-0.00107063326196	0.00001	0.174296294764	0.00001	;	simulated NACO
2007.734	-0.001093744224	0.00001	0.174309619194	0.00001	;	simulated NACO
2007.736	-0.00111685506091	0.00001	0.174322923682	0.00001	;	simulated NACO
2007.738	-0.00113996577008	0.00001	0.174336208233	0.00001	;	simulated NACO
2007.74	-0.00116307634893	0.00001	0.174349472853	0.00001	;	simulated NACO
2007.742	-0.00118618679486	0.00001	0.174362717548	0.00001	;	simulated NACO
2007.744	-0.00120929710528	0.00001	0.174375942323	0.00001	;	simulated NACO
2007.746	-0.0012324072776	0.00001	0.174389147184	0.00001	;	simulated NACO
2007.748	-0.00125551730922	0.00001	0.174402332137	0.00001	;	simulated NACO
2007.75	-0.00127862719755	0.00001	0.174415497186	0.00001	;	simulated NACO
2007.752	-0.00130173694003	0.00001	0.174428642338	0.00001	;	simulated NACO
2007.754	-0.00132484653405	0.00001	0.174441767599	0.00001	;	simulated NACO
2007.756	-0.00134795597705	0.00001	0.174454872973	0.00001	;	simulated NACO
2007.758	-0.00137106526643	0.00001	0.174467958467	0.00001	;	simulated NACO
2007.76	-0.00139417439963	0.00001	0.174481024086	0.00001	;	simulated NACO
2007.762	-0.00141728337406	0.00001	0.174494069835	0.00001	;	simulated NACO
2007.764	-0.00144039218715	0.00001	0.174507095721	0.00001	;	simulated NACO
2007.766	-0.00146350083633	0.00001	0.174520101748	0.00001	;	simulated NACO
2007.768	-0.00148660931903	0.00001	0.174533087923	0.00001	;	simulated NACO
2007.77	-0.00150971763268	0.00001	0.17454605425	0.00001	;	simulated NACO
2007.772	-0.00153282577471	0.00001	0.174559000736	0.00001	;	simulated NACO
2007.774	-0.00155593374255	0.00001	0.174571927386	0.00001	;	simulated NACO
2007.776	-0.00157904153365	0.00001	0.174584834205	0.00001	;	simulated NACO
2007.778	-0.00160214914544	0.00001	0.174597721198	0.00001	;	simulated NACO
2007.78	-0.00162525657536	0.00001	0.174610588373	0.00001	;	simulated NACO
2007.782	-0.00164836382086	0.00001	0.174623435733	0.00001	;	simulated NACO
2007.784	-0.00167147087937	0.00001	0.174636263285	0.00001	;	simulated NACO
2007.786	-0.00169457774834	0.00001	0.174649071033	0.00001	;	simulated NACO
2007.788	-0.00171768442522	0.00001	0.174661858985	0.00001	;	simulated NACO
2007.79	-0.00174079090746	0.00001	0.174674627144	0.00001	;	simulated NACO
2007.792	-0.00176389719251	0.00001	0.174687375516	0.00001	;	simulated NACO
2007.794	-0.00178700327782	0.00001	0.174700104107	0.00001	;	simulated NACO
2007.796	-0.00181010916085	0.00001	0.174712812923	0.00001	;	simulated NACO
2007.798	-0.00183321483904	0.00001	0.174725501968	0.00001	;	simulated NACO
2007.8	-0.00185632030987	0.00001	0.174738171249	0.00001	;	simulated NACO
2007.802	-0.00187942557078	0.00001	0.17475082077	0.00001	;	simulated NACO
2007.804	-0.00190253061924	0.00001	0.174763450538	0.00001	;	simulated NACO
2007.806	-0.00192563545272	0.00001	0.174776060557	0.00001	;	simulated NACO
2007.808	-0.00194874006867	0.00001	0.174788650833	0.00001	;	simulated NACO
2007.81	-0.00197184446457	0.00001	0.174801221371	0.00001	;	simulated NACO
2007.812	-0.00199494863788	0.00001	0.174813772178	0.00001	;	simulated NACO
2007.814	-0.00201805258607	0.00001	0.174826303257	0.00001	;	simulated NACO
2007.816	-0.00204115630661	0.00001	0.174838814616	0.00001	;	simulated NACO
2007.818	-0.00206425979698	0.00001	0.174851306258	0.00001	;	simulated NACO
2007.82	-0.00208736305465	0.00001	0.17486377819	0.00001	;	simulated NACO
2007.822	-0.0021104660771	0.00001	0.174876230417	0.00001	;	simulated NACO
2007.824	-0.00213356886181	0.00001	0.174888662944	0.00001	;	simulated NACO
2007.826	-0.00215667140625	0.00001	0.174901075776	0.00001	;	simulated NACO
2007.828	-0.00217977370792	0.00001	0.17491346892	0.00001	;	simulated NACO
2007.83	-0.00220287576428	0.00001	0.17492584238	0.00001	;	simulated NACO
2007.832	-0.00222597757284	0.00001	0.174938196162	0.00001	;	simulated NACO
2007.834	-0.00224907913107	0.00001	0.17495053027	0.00001	;	simulated NACO
2007.836	-0.00227218043646	0.00001	0.174962844712	0.00001	;	simulated NACO
2007.838	-0.0022952814865	0.00001	0.174975139491	0.00001	;	simulated NACO
2007.84	-0.0023183822787	0.00001	0.174987414613	0.00001	;	simulated NACO
2007.842	-0.00234148281053	0.00001	0.174999670084	0.00001	;	simulated NACO
2007.844	-0.0023645830795	0.00001	0.175011905908	0.00001	;	simulated NACO
2007.846	-0.0023876830831	0.00001	0.175024122092	0.00001	;	simulated NACO
2007.848	-0.00241078281883	0.00001	0.17503631864	0.00001	;	simulated NACO
2007.85	-0.0024338822842	0.00001	0.175048495558	0.00001	;	simulated NACO
2007.852	-0.0024569814767	0.00001	0.175060652851	0.00001	;	simulated NACO
2007.854	-0.00248008039383	0.00001	0.175072790524	0.00001	;	simulated NACO
2007.856	-0.00250317903311	0.00001	0.175084908583	0.00001	;	simulated NACO
2007.858	-0.00252627739204	0.00001	0.175097007033	0.00001	;	simulated NACO
2007.86	-0.00254937546813	0.00001	0.175109085879	0.00001	;	simulated NACO
2007.862	-0.00257247325889	0.00001	0.175121145126	0.00001	;	simulated NACO
2007.864	-0.00259557076183	0.00001	0.175133184781	0.00001	;	simulated NACO
2007.866	-0.00261866797446	0.00001	0.175145204847	0.00001	;	simulated NACO
2007.868	-0.00264176489431	0.00001	0.175157205331	0.00001	;	simulated NACO
2007.87	-0.00266486151888	0.00001	0.175169186237	0.00001	;	simulated NACO
2007.872	-0.00268795784571	0.00001	0.175181147571	0.00001	;	simulated NACO
2007.874	-0.0027110538723	0.00001	0.175193089338	0.00001	;	simulated NACO
2007.876	-0.00273414959617	0.00001	0.175205011543	0.00001	;	simulated NACO
2007.878	-0.00275724501486	0.00001	0.175216914192	0.00001	;	simulated NACO
2007.88	-0.0027803401259	0.00001	0.175228797289	0.00001	;	simulated NACO
2007.882	-0.00280343492679	0.00001	0.175240660841	0.00001	;	simulated NACO
2007.884	-0.00282652941507	0.00001	0.175252504851	0.00001	;	simulated NACO
2007.886	-0.00284962358828	0.00001	0.175264329327	0.00001	;	simulated NACO
2007.888	-0.00287271744395	0.00001	0.175276134271	0.00001	;	simulated NACO
2007.89	-0.0028958109796	0.00001	0.175287919691	0.00001	;	simulated NACO
2007.892	-0.00291890419278	0.00001	0.17529968559	0.00001	;	simulated NACO
2007.894	-0.00294199708102	0.00001	0.175311431975	0.00001	;	simulated NACO
2007.896	-0.00296508964185	0.00001	0.175323158849	0.00001	;	simulated NACO
2007.898	-0.00298818187282	0.00001	0.17533486622	0.00001	;	simulated NACO
2007.9	-0.00301127377148	0.00001	0.175346554091	0.00001	;	simulated NACO
2007.902	-0.00303436533535	0.00001	0.175358222468	0.00001	;	simulated NACO
2007.904	-0.00305745656199	0.00001	0.175369871356	0.00001	;	simulated NACO
2007.906	-0.00308054744894	0.00001	0.17538150076	0.00001	;	simulated NACO
2007.908	-0.00310363799375	0.00001	0.175393110686	0.00001	;	simulated NACO
2007.91	-0.00312672819398	0.00001	0.175404701138	0.00001	;	simulated NACO
2007.912	-0.00314981804716	0.00001	0.175416272121	0.00001	;	simulated NACO
2007.914	-0.00317290755086	0.00001	0.175427823642	0.00001	;	simulated NACO
2007.916	-0.00319599670262	0.00001	0.175439355704	0.00001	;	simulated NACO
2007.918	-0.0032190855	0.00001	0.175450868313	0.00001	;	simulated NACO
